Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
15.632395761       b'ftdc'          335100 335080 18446744071655467912 15.632399     165501.000000   3610  
15.652794268       b'ftdc'          335100 335080 18388517938844771920 15.652890     17662108.000000 95468 
15.652789668       b'ftdc'          335100 335080 18388517939027210272 15.652899     1801645.000000  109364
15.652911246       b'ftdc'          335100 335080 18388517938844771920 15.652914     17664387.000000 2279  
15.652907231       b'ftdc'          335100 335080 18388517939027210272 15.652919     1813640.000000  11995 
15.653001200       b'ftdc'          335100 335080 18388517939027208224 15.653021     1719624.000000  20134 
15.653030384       b'ftdc'          335100 335080 18388517939027208224 15.653041     1729984.000000  10360 
15.653074449       b'ftdc'          335100 335080 18446744071631907152 15.653091     673200.000000   16946 
15.653069790       b'ftdc'          335100 335080 18388517938844771920 15.653102     17696282.000000 31895 
15.653065705       b'ftdc'          335100 335080 18388517939027213856 15.653107     1254454.000000  41629 
15.653118829       b'ftdc'          335100 335080 18388517938844771920 15.653121     17698786.000000 2504  
15.653115008       b'ftdc'          335100 335080 18388517939027213856 15.653127     1266490.000000  12036 
15.653180704       b'ftdc'          335100 335080 18446744071631907152 15.653191     683620.000000   10420 
15.653176304       b'ftdc'          335100 335080 18388517938844771920 15.653201     17723645.000000 24859 
15.653172144       b'ftdc'          335100 335080 18388517939027207200 15.653206     1342329.000000  34294 
15.653217192       b'ftdc'          335100 335080 18388517938844771920 15.653219     17725691.000000 2046  
15.653213538       b'ftdc'          335100 335080 18388517939027207200 15.653224     1353213.000000  10884 
15.653261438       b'ftdc'          335100 335080 18446744071631907152 15.653271     693379.000000   9759  
15.653256668       b'ftdc'          335100 335080 18388517938844771920 15.653280     17748645.000000 22954 
15.653252548       b'ftdc'          335100 335080 18388517939027207456 15.653285     1228281.000000  32349 
15.653295812       b'ftdc'          335100 335080 18388517938844771920 15.653298     17750641.000000 1996  
15.653292097       b'ftdc'          335100 335080 18388517939027207456 15.653303     1239106.000000  10825 
15.663685113       b'ftdc'          335100 335080 18388517968167366216 15.663692     33605.000000    6901  
15.663732013       b'ftdc'          335100 335080 18388517971053379656 15.663736     32961.000000    3940  
15.663785328       b'ftdc'          335100 335080 18388517968167366216 15.663789     36944.000000    3339  
15.663881897       b'ftdc'          335100 335080 18388517955038364840 15.663890     8070.000000     8070  
15.663899286       b'ftdc'          335100 335080 18388517955038364840 15.663907     16161.000000    8091  
15.663968045       b'ftdc'          335100 335080 18388517971053379656 15.663971     36366.000000    3405  
15.663996871       b'ftdc'          335100 335080 18388517955038364840 15.664000     19251.000000    3090  
15.664024455       b'ftdc'          335100 335080 18388517971053379656 15.664028     39541.000000    3175  
15.664046040       b'ftdc'          335100 335080 18388517955038364840 15.664049     22125.000000    2874  
15.664070800       b'ftdc'          335100 335080 18388517971053379656 15.664074     42811.000000    3270  
15.664091120       b'ftdc'          335100 335080 18388517955038364840 15.664094     24934.000000    2809  
15.664115375       b'ftdc'          335100 335080 18388517971053379656 15.664118     45891.000000    3080  
15.664135383       b'ftdc'          335100 335080 18388517955038364840 15.664138     27764.000000    2830  
15.664160163       b'ftdc'          335100 335080 18388517971053379656 15.664163     48982.000000    3091  
15.664179808       b'ftdc'          335100 335080 18388517955038364840 15.664184     32005.000000    4241  
15.664205268       b'ftdc'          335100 335080 18388517971053379656 15.664208     52097.000000    3115  
15.664258398       b'ftdc'          335100 335080 18388517968167366216 15.664264     42329.000000    5385  
15.664273098       b'ftdc'          335100 335080 18388517968167366216 15.664278     47488.000000    5159  
15.664303867       b'ftdc'          335100 335080 18388517971053379656 15.664308     56708.000000    4611  
15.664318067       b'ftdc'          335100 335080 18388517955038364840 15.664323     37296.000000    5291  
15.664341697       b'ftdc'          335100 335080 18388517955038364816 15.664346     4380.000000     4380  
15.664420577       b'ftdc'          335100 335080 18388517955038364840 15.664425     41426.000000    4130  
15.664498270       b'ftdc'          335100 335080 18388517971053379656 15.664507     65136.000000    8428  
15.664630574       b'ftdc'          335100 335080 18388517971053379656 15.664635     69312.000000    4176  
15.663846372       b'ftdc'          335100 335080 18388517939027206432 15.664218     783679.000000   371792
15.664332831       b'ftdc'          335100 335080 18408054449959900240 15.664386     53221.000000    53221 
15.664555775       b'ftdc'          335100 335080 18388517970947940920 15.664565     9060.000000     9060  
15.664726659       b'ftdc'          335100 335080 18388517970947940920 15.664732     14309.000000    5249  
15.663916877       b'ftdc'          335100 335080 18388517955038364840 15.663926     9378.000000     9378  
15.663942976       b'ftdc'          335100 335080 18388517955038364840 15.663948     14717.000000    5339  
15.664010850       b'ftdc'          335100 335080 18388517955038364840 15.664014     18103.000000    3386  
15.664059205       b'ftdc'          335100 335080 18388517955038364840 15.664062     21012.000000    2909  
15.664103465       b'ftdc'          335100 335080 18388517955038364840 15.664106     23956.000000    2944  
15.664148789       b'ftdc'          335100 335080 18388517955038364840 15.664152     26855.000000    2899  
15.664193468       b'ftdc'          335100 335080 18388517955038364840 15.664196     29711.000000    2856  
15.664404021       b'ftdc'          335100 335080 18388517955038364816 15.664413     8876.000000     8876  
15.664431986       b'ftdc'          335100 335080 18388517955038364840 15.664437     34590.000000    4879  
15.664647274       b'ftdc'          335100 335080 18388517955038362448 15.664654     6525.000000     6525  
15.664664784       b'ftdc'          335100 335080 18388517955038362472 15.664673     32948.000000    7939  
15.664745558       b'ftdc'          335100 335080 18388517955038362448 15.664750     11224.000000    4699  
15.664757113       b'ftdc'          335100 335080 18388517955038362472 15.664760     36207.000000    3259  
16.004159562       b'mongod'        335091 335080 18388517964412566376 16.004165     117611.000000   4985  
16.004252976       b'mongod'        335091 335080 18388517964412566376 16.004256     120457.000000   2846  
16.004141963       b'mongod'        335091 335080 18388517939129510432 16.004195     52783.000000    52783 
16.004209971       b'mongod'        335091 335080 18388517939129510432 16.004214     56379.000000    3596  
16.004248072       b'mongod'        335091 335080 18388517939129510944 16.004267     127829.000000   19254 
16.004277060       b'mongod'        335091 335080 18388517939129510944 16.004280     130755.000000   2926  
16.630471899       b'ftdc'          335100 335080 18388517938844771920 16.630511     17789821.000000 39180 
16.630463944       b'ftdc'          335100 335080 18388517939027206432 16.630522     841544.000000   57865 
16.631889395       b'ftdc'          335100 335080 18388517938844771920 16.631908     17808891.000000 19070 
16.631883985       b'ftdc'          335100 335080 18388517939027207456 16.631918     1273336.000000  34230 
16.631960470       b'ftdc'          335100 335080 18388517938844771920 16.631975     17823886.000000 14995 
16.631956414       b'ftdc'          335100 335080 18388517939027207200 16.631982     1378408.000000  25195 
16.632310616       b'ftdc'          335100 335080 18388517938844771920 16.632463     17976484.000000 152598
16.632305146       b'ftdc'          335100 335080 18388517939027213856 16.632470     1431344.000000  164854
16.632485889       b'ftdc'          335100 335080 18388517938844771920 16.632488     17978494.000000 2010  
16.632481980       b'ftdc'          335100 335080 18388517939027213856 16.632493     1442572.000000  11228 
16.632563588       b'ftdc'          335100 335080 18388517938844771920 16.632590     18005153.000000 26659 
16.632559518       b'ftdc'          335100 335080 18388517939027208224 16.632596     1766588.000000  36604 
16.632607507       b'ftdc'          335100 335080 18388517938844771920 16.632610     18007248.000000 2095  
16.632603797       b'ftdc'          335100 335080 18388517939027208224 16.632615     1777503.000000  10915 
16.632733551       b'ftdc'          335100 335080 18388517938844771920 16.632843     18116917.000000 109669
16.632729257       b'ftdc'          335100 335080 18388517939027210272 16.632849     1933589.000000  119949
16.632860811       b'ftdc'          335100 335080 18388517938844771920 16.632863     18119157.000000 2240  
16.632856966       b'ftdc'          335100 335080 18388517939027210272 16.632868     1944789.000000  11200 
16.633004983       b'ftdc'          335100 335080 18388517938844771920 16.633073     18187032.000000 67875 
16.633000724       b'ftdc'          335100 335080 18388517939027209760 16.633079     2790318.000000  78000 
16.633090103       b'ftdc'          335100 335080 18388517938844771920 16.633092     18189306.000000 2274  
16.633086333       b'ftdc'          335100 335080 18388517939027209760 16.633098     2801568.000000  11250 
16.633165028       b'ftdc'          335100 335080 18388517938844771920 16.633311     18335079.000000 145773
16.633160777       b'ftdc'          335100 335080 18388517939027211552 16.633317     2198272.000000  155959
16.633328411       b'ftdc'          335100 335080 18388517938844771920 16.633335     18341889.000000 6810  
16.633324400       b'ftdc'          335100 335080 18388517939027211552 16.633341     2214373.000000  16101 
16.633399154       b'ftdc'          335100 335080 18388517938844771920 16.633591     18534137.000000 192248
16.633394865       b'ftdc'          335100 335080 18388517939027208736 16.633597     2016094.000000  202417
16.633609462       b'ftdc'          335100 335080 18388517938844771920 16.633657     18581592.000000 47455 
